herb	symptom	label
U882	C0040822	0
U882	C0234376	0
U882	C0003578	0
U882	C3714756	0
U882	C0020796	0
U882	C0018776	0
U882	C0042571	0
U882	C0234133	0
U882	C0234132	0
U882	C0234378	0
U884	C0022541	0
U884	C0023530	0
U884	C0002103	0
U884	C0035455	0
U884	C0009806	0
U884	C0011991	0
U884	C0021359	0
U884	C0014335	0
U884	C0003113	0
U884	C0026821	0
U884	C0036572	0
U884	C0011570	0
U884	C0001925	0
U884	C0033687	0
U884	C0020615	0
U884	C0032914	0
U884	C0338591	0
U884	C0700590	0
U884	C0019572	0
U884	C0006625	0
U884	C0027498	0
U884	C0018777	0
U884	C0015967	0
U884	C3552463	0
U884	C0023014	0
U884	C0015672	0
U545	C0003113	0
U545	C0026821	0
U545	C0036572	0
U545	C0011570	0
U545	C0001925	0
U545	C0033687	0
U545	C0020615	0
U545	C0032914	0
U545	C0338591	0
U545	C0700590	0
U545	C0019572	0
U545	C0006625	0
U545	C0027498	0
U545	C0018777	0
U545	C0015967	0
U545	C3552463	0
U545	C0023014	0
U545	C0015672	0
U545	C0271215	0
U545	C0028754	0
U545	C0028756	0
U545	C3203358	0
U545	C0031154	0
U545	C0000737	0
U545	C0086565	0
U545	C0019214	0
U545	C0235153	0
U545	C0018784	0
U545	C0020455	0
U545	C0020438	0
U545	C0020538	0
U545	C0751837	0
U545	C0009460	0
U545	C0151825	0
U545	C0162298	0
U545	C0086437	0
U545	C0003862	0
U545	C0152031	0
U545	C0035229	0
U545	C0231835	0
U545	C0013404	0
U545	C0476273	0
U545	C1145670	0
U545	C0009421	0
U545	C0026838	0
U545	C0026846	0
U545	C0151786	0
U545	C0015644	0
U545	C0026826	0
U545	C0013421	0
U545	C0027066	0
U545	C0542476	0
U545	C0751295	0
U545	C0002622	0
U545	C0234979	0
U545	C1838869	0
U545	C0003537	0
U545	C0917816	0
U545	C0221263	0
U545	C0010200	0
U545	C0178417	0
U545	C0231807	0
U545	C0162674	0
U545	C0427055	0
U545	C0476254	0
U545	C1963137	0
U545	C0231791	0
U545	C0005779	0
U545	C0042963	0
U545	C0237326	0
U545	C0016382	0
U545	C0151908	0
U545	C0085636	0
U545	C0022346	0
U545	C0033774	0
U545	C0034150	0
U545	C0015230	0
U545	C0155320	0
U545	C0018989	0
U545	C0022116	0
U545	C0018780	0
U545	C0032285	0
U545	C0026837	0
U545	C0427190	0
U545	C0152200	0
U545	C0231528	0
U545	C0746674	0
U545	C0240735	0
U545	C3668816	0
U545	C0002418	0
U545	C0009398	0
U545	C0700078	0
U545	C0270948	0
U545	C0035078	0
U545	C1963154	0
U545	C0019825	0
U545	C0456909	0
U545	C0003635	0
U545	C0013595	0
U545	C0042798	0
U545	C0023380	0
U545	C0234144	0
U545	C0013604	0
U545	C0037315	0
U545	C0037317	0
U545	C0851578	0
U545	C0241210	0
U545	C0020305	0
U545	C0398650	0
U545	C1262477	0
U545	C0043094	0
U545	C1384666	0
U545	C1691779	0
U545	C0030193	0
U545	C0020429	0
U545	C1860844	0
U545	C0018681	0
U545	C0012833	0
U545	C0206160	0
U545	C0033377	0
U545	C4020887	0
U545	C0018834	0
U545	C0008489	0
U545	C0006271	0
U545	C0030486	0
U545	C1836296	0
U545	C0032617	0
U545	C0042024	0
U545	C0007758	0
U545	C0014118	0
U545	C0008031	0
U545	C2364082	0
U545	C0003126	0
U545	C0023186	0
U545	C0751265	0
U545	C0042384	0
U545	C0040034	0
U545	C0231712	0
U545	C0021368	0
U545	C0030232	0
U545	C0029089	0
U545	C0005745	0
U545	C0003123	0
U545	C0271097	0
U545	C2931205	0
U545	C1568248	0
U545	C1568249	0
U545	C0699731	0
U545	C0086132	0
U545	C0020505	0
U545	C0013491	0
U545	C0023012	0
U545	C0023015	0
U545	C0973461	0
U545	C0233565	0
U545	C0039070	0
U545	C0040822	0
U545	C0234376	0
U545	C0003578	0
U545	C3714756	0
U545	C0020796	0
U545	C0018776	0
U545	C0042571	0
U545	C0234133	0
U545	C0234132	0
U545	C0234378	0
U546	C0022541	0
U546	C0023530	0
U546	C0002103	0
U546	C0035455	0
U546	C0009806	0
U546	C0011991	0
U546	C0021359	0
U546	C0014335	0
U546	C0003113	0
U546	C0026821	0
U546	C0036572	0
U546	C0011570	0
U546	C0001925	0
U546	C0033687	0
U546	C0020615	0
U546	C0032914	0
U546	C0338591	0
U546	C0700590	0
U546	C0019572	0
U546	C0006625	0
U546	C0027498	0
U546	C0018777	0
U546	C0015967	0
U546	C3552463	0
U546	C0023014	0
U546	C0015672	0
U546	C0271215	0
U546	C0028754	0
U546	C0028756	0
U546	C3203358	0
U546	C0031154	0
U546	C0000737	0
U546	C0086565	0
U546	C0019214	0
U546	C0235153	0
U546	C0018784	0
U546	C0020455	0
U546	C0020438	0
U546	C0020538	0
U546	C0751837	0
U546	C0009460	0
U546	C0151825	0
U546	C0162298	0
U546	C0086437	0
U546	C0003862	0
U546	C0152031	0
U546	C0035229	0
U546	C0231835	0
U546	C0013404	0
U546	C0476273	0
U546	C1145670	0
U546	C0009421	0
U546	C0026838	0
U546	C0026846	0
U546	C0151786	0
U546	C0015644	0
U546	C0026826	0
U546	C0013421	0
U546	C0027066	0
U546	C0542476	0
U546	C0751295	0
U546	C0002622	0
U546	C0234979	0
U546	C1838869	0
U546	C0003537	0
U546	C0917816	0
U546	C0221263	0
U546	C0010200	0
U546	C0178417	0
U546	C0231807	0
U546	C0162674	0
U546	C0427055	0
U546	C0476254	0
U546	C1963137	0
U546	C0231791	0
U546	C0005779	0
U546	C0042963	0
U546	C0237326	0
U546	C0016382	0
U546	C0151908	0
U546	C0085636	0
U546	C0022346	0
U546	C0033774	0
U546	C0034150	0
U546	C0015230	0
U546	C0155320	0
U546	C0018989	0
U546	C0022116	0
U546	C0018780	0
U546	C0032285	0
U546	C0026837	0
U546	C0427190	0
U546	C0152200	0
U546	C0231528	0
U546	C0746674	0
U546	C0240735	0
U546	C3668816	0
U546	C0002418	0
U546	C0009398	0
U546	C0700078	0
U546	C0270948	0
U546	C0035078	0
U546	C1963154	0
U546	C0019825	0
U546	C0456909	0
U546	C0003635	0
U546	C0013595	0
U546	C0042798	0
U546	C0023380	0
U546	C0234144	0
U546	C0013604	0
U546	C0037315	0
U546	C0037317	0
U546	C0851578	0
U546	C0241210	0
U546	C0020305	0
U546	C0398650	0
U546	C1262477	0
U546	C0043094	0
U546	C1384666	0
U546	C1691779	0
U546	C0030193	0
U546	C0020429	0
U546	C1860844	0
U546	C0018681	0
U546	C0012833	0
U546	C0206160	0
U546	C0033377	0
U546	C4020887	0
U546	C0018834	0
U546	C0008489	0
U546	C0006271	0
U546	C0030486	0
U546	C1836296	0
U546	C0032617	0
U546	C0042024	0
U546	C0007758	0
U546	C0014118	0
U546	C0008031	0
U546	C2364082	0
U546	C0003126	0
U546	C0023186	0
U546	C0751265	0
U546	C0042384	0
U546	C0040034	0
U546	C0231712	0
U546	C0021368	0
U546	C0030232	0
U546	C0029089	0
U546	C0005745	0
U546	C0003123	0
U546	C0271097	0
U546	C2931205	0
U546	C1568248	0
U546	C1568249	0
U546	C0699731	0
U546	C0086132	0
U546	C0020505	0
U546	C0013491	0
U546	C0023012	0
U546	C0023015	0
U546	C0973461	0
U546	C0233565	0
U546	C0039070	0
U546	C0040822	0
U546	C0234376	0
U546	C0003578	0
U546	C3714756	0
U546	C0020796	0
U546	C0018776	0
U546	C0042571	0
U546	C0234133	0
U546	C0234132	0
U546	C0234378	0
U547	C0022541	0
U547	C0023530	0
U547	C0002103	0
U547	C0035455	0
U547	C0009806	0
U547	C0011991	0
U547	C0021359	0
U547	C0014335	0
U547	C0003113	0
U547	C0026821	0
U547	C0036572	0
U547	C0011570	0
U547	C0001925	0
U547	C0033687	0
U547	C0020615	0
U547	C0032914	0
U547	C0338591	0
U547	C0700590	0
U547	C0019572	0
U547	C0006625	0
U547	C0027498	0
U547	C0018777	0
U547	C0015967	0
U547	C3552463	0
U547	C0023014	0
U547	C0015672	0
U547	C0271215	0
U547	C0028754	0
U547	C0028756	0
U547	C3203358	0
U547	C0031154	0
U547	C0000737	0
U547	C0086565	0
U547	C0019214	0
U547	C0235153	0
U547	C0018784	0
U547	C0020455	0
U547	C0020438	0
U547	C0020538	0
U547	C0751837	0
U547	C0009460	0
U547	C0151825	0
U547	C0162298	0
U547	C0086437	0
U547	C0003862	0
U547	C0152031	0
U547	C0035229	0
U547	C0231835	0
U547	C0013404	0
U547	C0476273	0
U547	C1145670	0
U547	C0009421	0
U547	C0026838	0
U547	C0026846	0
U547	C0151786	0
U547	C0015644	0
U547	C0026826	0
U547	C0013421	0
U547	C0027066	0
U547	C0542476	0
U547	C0751295	0
U547	C0002622	0
U547	C0234979	0
U547	C1838869	0
U547	C0003537	0
U547	C0917816	0
U547	C0221263	0
U547	C0010200	0
U547	C0178417	0
U547	C0231807	0
U547	C0162674	0
U547	C0427055	0
U547	C0476254	0
U547	C1963137	0
U547	C0231791	0
U547	C0005779	0
U547	C0042963	0
U547	C0237326	0
U547	C0016382	0
U547	C0151908	0
U547	C0085636	0
U547	C0022346	0
U547	C0033774	0
U547	C0034150	0
U547	C0015230	0
U547	C0155320	0
U547	C0018989	0
U547	C0022116	0
U547	C0018780	0
U547	C0032285	0
U547	C0026837	0
U547	C0427190	0
U547	C0152200	0
U547	C0231528	0
U547	C0746674	0
U547	C0240735	0
U547	C3668816	0
U547	C0002418	0
U547	C0009398	0
U547	C0700078	0
U547	C0270948	0
U547	C0035078	0
U547	C1963154	0
U547	C0019825	0
U547	C0456909	0
U547	C0003635	0
U547	C0013595	0
U547	C0042798	0
U547	C0023380	0
U547	C0234144	0
U547	C0013604	0
U547	C0037315	0
U547	C0037317	0
U547	C0851578	0
U547	C0241210	0
U547	C0020305	0
U547	C0398650	0
U547	C1262477	0
U547	C0043094	0
U547	C1384666	0
U547	C1691779	0
U547	C0030193	0
U547	C0020429	0
U547	C1860844	0
U547	C0018681	0
U547	C0012833	0
U547	C0206160	0
U547	C0033377	0
U547	C4020887	0
U547	C0018834	0
U547	C0008489	0
U547	C0006271	0
U547	C0030486	0
U547	C1836296	0
U547	C0032617	0
U547	C0042024	0
U547	C0007758	0
U547	C0014118	0
U547	C0008031	0
U547	C2364082	0
U547	C0003126	0
U547	C0023186	0
U547	C0751265	0
U547	C0042384	0
U547	C0040034	0
U547	C0231712	0
U547	C0021368	0
U547	C0030232	0
U547	C0029089	0
U547	C0005745	0
U547	C0003123	0
U547	C0271097	0
U547	C2931205	0
U547	C1568248	0
U547	C1568249	0
U547	C0699731	0
U547	C0086132	0
U547	C0020505	0
U547	C0013491	0
U547	C0023012	0
U547	C0023015	0
U547	C0973461	0
U547	C0233565	0
U547	C0039070	0
U547	C0040822	0
U547	C0234376	0
U547	C0003578	0
U547	C3714756	0
U547	C0020796	0
U547	C0018776	0
U547	C0042571	0
U547	C0234133	0
U547	C0234132	0
U547	C0234378	0
U548	C0022541	0
U548	C0023530	0
U548	C0002103	0
U548	C0035455	0
U548	C0009806	0
U548	C0011991	0
U548	C0021359	0
U548	C0014335	0
U548	C0003113	0
U548	C0026821	0
U548	C0036572	0
U548	C0011570	0
U548	C0001925	0
U548	C0033687	0
U548	C0020615	0
U548	C0032914	0
U548	C0338591	0
U548	C0700590	0
U548	C0019572	0
U548	C0006625	0
U548	C0027498	0
U548	C0018777	0
U548	C0015967	0
U548	C3552463	0
U548	C0023014	0
U548	C0015672	0
U548	C0271215	0
U548	C0028754	0
U548	C0028756	0
U548	C3203358	0
U548	C0031154	0
U548	C0000737	0
U548	C0086565	0
U548	C0019214	0
U548	C0235153	0
U548	C0018784	0
U548	C0020455	0
U548	C0020438	0
U548	C0020538	0
U548	C0751837	0
U548	C0009460	0
U548	C0151825	0
U548	C0162298	0
U548	C0086437	0
U548	C0003862	0
U548	C0152031	0
U548	C0035229	0
U548	C0231835	0
U548	C0013404	0
U548	C0476273	0
U548	C1145670	0
U548	C0009421	0
U548	C0026838	0
U548	C0026846	0
U548	C0151786	0
U548	C0015644	0
U548	C0026826	0
U548	C0013421	0
U548	C0027066	0
U548	C0542476	0
U548	C0751295	0
U548	C0002622	0
U548	C0234979	0
U548	C1838869	0
U548	C0003537	0
U548	C0917816	0
U548	C0221263	0
U548	C0010200	0
U548	C0178417	0
U548	C0231807	0
U548	C0162674	0
U548	C0427055	0
U548	C0476254	0
U548	C1963137	0
U548	C0231791	0
U548	C0005779	0
U548	C0042963	0
U548	C0237326	0
U548	C0016382	0
U548	C0151908	0
U548	C0085636	0
U548	C0022346	0
U548	C0033774	0
U548	C0034150	0
U548	C0015230	0
U548	C0155320	0
U548	C0018989	0
U548	C0022116	0
U548	C0018780	0
U548	C0032285	0
U548	C0026837	0
U548	C0427190	0
U548	C0152200	0
U548	C0231528	0
U548	C0746674	0
U548	C0240735	0
U548	C3668816	0
U548	C0002418	0
U548	C0009398	0
U548	C0700078	0
U548	C0270948	0
U548	C0035078	0
U548	C1963154	0
U548	C0019825	0
U548	C0456909	0
U548	C0003635	0
U548	C0013595	0
U548	C0042798	0
U548	C0023380	0
U548	C0234144	0
U548	C0013604	0
U548	C0037315	0
U548	C0037317	0
U548	C0851578	0
U548	C0241210	0
U548	C0020305	0
U548	C0398650	0
U548	C1262477	0
U548	C0043094	0
U548	C1384666	0
U548	C1691779	0
U548	C0030193	0
U548	C0020429	0
U548	C1860844	0
U548	C0018681	0
U548	C0012833	0
U548	C0206160	0
U548	C0033377	0
U548	C4020887	0
U548	C0018834	0
U548	C0008489	0
U548	C0006271	0
U548	C0030486	0
U548	C1836296	0
U548	C0032617	0
U548	C0042024	0
U548	C0007758	0
U548	C0014118	0
U548	C0008031	0
U548	C2364082	0
U548	C0003126	0
U548	C0023186	0
U548	C0751265	0
U548	C0042384	0
U548	C0040034	0
U548	C0231712	0
U548	C0021368	0
U548	C0030232	0
U548	C0029089	0
U548	C0005745	0
U548	C0003123	0
U548	C0271097	0
U548	C2931205	0
U548	C1568248	0
U548	C1568249	0
U548	C0699731	0
U548	C0086132	0
U548	C0020505	0
U548	C0013491	0
U548	C0023012	0
U548	C0023015	0
U548	C0973461	0
U548	C0233565	0
U548	C0039070	0
U548	C0040822	0
U548	C0234376	0
U548	C0003578	0
U548	C3714756	0
U548	C0020796	0
U548	C0018776	0
U548	C0042571	0
U548	C0234133	0
U548	C0234132	0
U548	C0234378	0
U55	C0022541	0
U55	C0023530	0
U55	C0002103	0
U55	C0035455	0
U55	C0009806	0
U55	C0011991	0
U55	C0021359	0
U55	C0014335	0
U55	C0003113	0
U55	C0026821	0
U55	C0036572	0
U55	C0011570	0
U55	C0001925	0
U55	C0033687	0
U55	C0020615	0
U55	C0032914	0
U55	C0338591	0
U55	C0700590	0
U55	C0019572	0
U55	C0006625	0
U55	C0027498	0
U55	C0018777	0
U55	C0015967	0
U55	C3552463	0
U55	C0023014	0
U55	C0015672	0
U55	C0271215	0
U55	C0028754	0
U55	C0028756	0
U55	C3203358	0
U55	C0031154	0
U55	C0000737	0
U55	C0086565	0
U55	C0019214	0
U55	C0235153	0
U55	C0018784	0
U55	C0020455	0
U55	C0020438	0
U55	C0020538	0
U55	C0751837	0
U55	C0009460	0
U55	C0151825	0
U55	C0162298	0
U55	C0086437	0
U55	C0003862	0
U55	C0152031	0
U55	C0035229	0
U55	C0231835	0
U55	C0013404	0
U55	C0476273	0
U55	C1145670	0
U55	C0009421	0
U55	C0026838	0
U55	C0026846	0
U55	C0151786	0
U55	C0015644	0
U55	C0026826	0
U55	C0013421	0
U55	C0027066	0
U55	C0542476	0
U55	C0751295	0
U55	C0002622	0
U55	C0234979	0
U55	C1838869	0
U55	C0003537	0
U55	C0917816	0
U55	C0221263	0
U55	C0010200	0
U55	C0178417	0
U55	C0231807	0
U55	C0162674	0
U55	C0427055	0
U55	C0476254	0
U55	C1963137	0
U55	C0231791	0
U55	C0005779	0
U55	C0042963	0
U55	C0237326	0
U55	C0016382	0
U55	C0151908	0
U55	C0085636	0
U55	C0033774	0
U55	C0034150	0
U55	C0015230	0
U55	C0155320	0
U55	C0018989	0
U55	C0022116	0
U55	C0018780	0
U55	C0032285	0
U55	C0026837	0
U55	C0427190	0
U55	C0152200	0
U55	C0231528	0
U55	C0746674	0
U55	C0240735	0
U55	C3668816	0
U55	C0002418	0
U55	C0009398	0
U55	C0700078	0
U55	C0270948	0
U55	C0035078	0
U55	C1963154	0
U55	C0019825	0
U55	C0456909	0
U55	C0003635	0
U55	C0013595	0
U55	C0042798	0
U55	C0023380	0
U55	C0234144	0
U55	C0037315	0
U55	C0037317	0
U55	C0851578	0
U55	C0241210	0
U55	C0020305	0
U55	C0398650	0
U55	C1262477	0
U55	C0043094	0
U55	C1384666	0
U55	C1691779	0
U55	C1860844	0
U55	C0018681	0
U55	C0012833	0
U55	C0206160	0
U55	C0033377	0
U55	C4020887	0
U55	C0018834	0
U55	C0008489	0
U55	C0006271	0
U55	C0030486	0
U55	C1836296	0
U55	C0032617	0
U55	C0042024	0
U55	C0007758	0
U55	C0014118	0
U55	C0008031	0
U55	C2364082	0
U55	C0003126	0
U55	C0023186	0
U55	C0751265	0
U55	C0042384	0
U55	C0040034	0
U55	C0231712	0
U55	C0021368	0
U55	C0030232	0
U55	C0029089	0
U55	C0005745	0
U55	C0003123	0
U55	C0271097	0
U55	C2931205	0
U55	C1568248	0
U55	C1568249	0
U55	C0699731	0
U55	C0086132	0
U55	C0020505	0
U55	C0013491	0
U55	C0023012	0
U55	C0023015	0
U55	C0973461	0
U55	C0233565	0
U55	C0039070	0
U55	C0040822	0
U55	C0234376	0
U55	C0003578	0
U55	C3714756	0
U55	C0020796	0
U55	C0018776	0
U55	C0042571	0
U55	C0234133	0
U55	C0234132	0
U55	C0234378	0
U550	C0022541	0
U550	C0023530	0
U550	C0002103	0
U550	C0035455	0
U550	C0009806	0
U550	C0011991	0
U550	C0021359	0
U550	C0014335	0
U550	C0003113	0
U550	C0026821	0
U550	C0036572	0
U550	C0011570	0
U550	C0001925	0
U550	C0033687	0
U550	C0020615	0
U550	C0032914	0
U550	C0338591	0
U550	C0700590	0
U550	C0019572	0
U550	C0006625	0
U550	C0027498	0
U550	C0018777	0
U550	C0015967	0
U550	C3552463	0
U550	C0023014	0
U550	C0015672	0
U550	C0271215	0
U550	C0028754	0
U550	C0028756	0
U550	C3203358	0
U550	C0031154	0
U550	C0000737	0
U550	C0086565	0
U550	C0019214	0
U550	C0235153	0
U550	C0018784	0
U550	C0020455	0
U550	C0020438	0
U550	C0020538	0
U550	C0751837	0
U550	C0009460	0
U550	C0151825	0
U550	C0162298	0
U550	C0086437	0
U550	C0003862	0
U550	C0152031	0
U550	C0035229	0
U550	C0231835	0
U550	C0013404	0
U550	C0476273	0
U550	C1145670	0
U550	C0009421	0
U550	C0026838	0
U550	C0026846	0
U550	C0151786	0
U550	C0015644	0
U550	C0026826	0
U550	C0013421	0
U550	C0027066	0
U550	C0542476	0
U550	C0751295	0
U550	C0002622	0
U550	C0234979	0
U550	C1838869	0
U550	C0003537	0
U550	C0917816	0
U550	C0221263	0
U550	C0010200	0
U550	C0178417	0
U550	C0231807	0
U550	C0162674	0
U550	C0427055	0
U550	C0476254	0
U550	C1963137	0
U550	C0231791	0
U550	C0005779	0
U550	C0042963	0
U550	C0237326	0
U550	C0016382	0
U550	C0151908	0
U550	C0085636	0
U550	C0022346	0
U550	C0033774	0
U550	C0034150	0
U550	C0015230	0
U550	C0155320	0
U550	C0018989	0
U550	C0022116	0
U550	C0018780	0
U550	C0032285	0
U550	C0026837	0
U550	C0427190	0
U550	C0152200	0
U550	C0231528	0
U550	C0746674	0
U550	C0240735	0
U550	C3668816	0
U550	C0002418	0
U550	C0009398	0
U550	C0700078	0
U550	C0270948	0
U550	C0035078	0
U550	C1963154	0
U550	C0019825	0
U550	C0456909	0
U550	C0003635	0
U550	C0013595	0
U550	C0042798	0
U550	C0023380	0
U550	C0234144	0
U550	C0013604	0
U550	C0037315	0
U550	C0037317	0
U550	C0851578	0
U550	C0241210	0
U550	C0020305	0
U550	C0398650	0
U550	C1262477	0
U550	C0043094	0
U550	C1384666	0
U550	C1691779	0
U550	C0030193	0
U550	C0020429	0
U550	C1860844	0
U550	C0012833	0
U550	C0206160	0
U550	C0033377	0
U550	C4020887	0
U550	C0018834	0
U550	C0008489	0
U550	C0006271	0
U550	C0030486	0
U550	C1836296	0
U550	C0032617	0
U550	C0042024	0
U550	C0007758	0
U550	C0014118	0
U884	C0271215	0
U884	C0028754	0
U884	C0028756	0
U884	C3203358	0
U884	C0031154	0
U884	C0000737	0
U884	C0086565	0
U884	C0019214	0
U884	C0235153	0
U884	C0018784	0
U884	C0020455	0
U884	C0020438	0
U884	C0020538	0
U884	C0751837	0
U884	C0009460	0
U884	C0151825	0
U884	C0162298	0
U884	C0086437	0
U884	C0003862	0
U884	C0152031	0
U884	C0035229	0
U884	C0231835	0
U884	C0013404	0
U884	C0476273	0
U884	C1145670	0
U884	C0009421	0
U884	C0026838	0
U884	C0026846	0
U884	C0151786	0
U884	C0015644	0
U884	C0026826	0
U884	C0013421	0
U884	C0027066	0
U884	C0542476	0
U884	C0751295	0
U884	C0002622	0
U884	C0234979	0
U884	C1838869	0
U884	C0003537	0
U884	C0917816	0
U884	C0221263	0
U884	C0010200	0
U884	C0178417	0
U884	C0231807	0
U884	C0162674	0
U884	C0427055	0
U884	C0476254	0
U884	C1963137	0
U884	C0231791	0
U884	C0005779	0
U884	C0042963	0
U884	C0237326	0
U884	C0016382	0
U884	C0151908	0
U884	C0085636	0
U884	C0022346	0
U884	C0033774	0
U884	C0034150	0
U884	C0015230	0
U884	C0155320	0
U884	C0018989	0
U884	C0022116	0
U884	C0018780	0
U884	C0032285	0
U884	C0026837	0
U884	C0427190	0
U884	C0152200	0
U884	C0231528	0
U884	C0746674	0
U884	C0240735	0
U884	C3668816	0
U884	C0002418	0
U884	C0009398	0
U884	C0700078	0
U884	C0270948	0
U884	C0035078	0
U884	C1963154	0
U884	C0019825	0
U884	C0456909	0
U884	C0003635	0
U884	C0013595	0
U884	C0042798	0
U884	C0023380	0
U884	C0234144	0
U884	C0013604	0
U884	C0037315	0
U884	C0037317	0
U884	C0851578	0
U884	C0241210	0
U884	C0020305	0
U884	C0398650	0
U884	C1262477	0
U884	C0043094	0
U884	C1384666	0
U884	C1691779	0
U884	C0030193	0
U884	C0020429	0
U884	C1860844	0
U884	C0018681	0
U884	C0012833	0
U884	C0206160	0
U884	C0033377	0
U884	C4020887	0
U884	C0018834	0
U884	C0008489	0
U884	C0006271	0
U884	C0030486	0
U884	C1836296	0
U884	C0032617	0
U884	C0042024	0
U884	C0007758	0
U884	C0014118	0
U884	C0008031	0
U884	C2364082	0
U884	C0003126	0
U884	C0023186	0
U884	C0751265	0
U884	C0042384	0
U884	C0040034	0
U884	C0231712	0
U884	C0021368	0
U884	C0030232	0
U884	C0029089	0
U884	C0005745	0
U884	C0271097	0
U884	C2931205	0
U884	C1568248	0
U884	C1568249	0
U884	C0699731	0
U884	C0086132	0
U884	C0020505	0
U884	C0013491	0
U884	C0023012	0
U884	C0023015	0
U884	C0973461	0
U884	C0233565	0
U884	C0039070	0
U884	C0040822	0
U884	C0234376	0
U884	C0003578	0
U884	C3714756	0
U884	C0020796	0
U884	C0018776	0
U884	C0042571	0
U884	C0234133	0
U884	C0234132	0
U884	C0234378	0
U885	C0022541	0
U885	C0023530	0
U885	C0002103	0
U885	C0035455	0
U885	C0009806	0
U885	C0011991	0
U885	C0021359	0
U885	C0014335	0
U885	C0003113	0
U885	C0026821	0
U885	C0036572	0
U885	C0011570	0
U885	C0001925	0
U885	C0033687	0
U885	C0020615	0
U885	C0032914	0
U885	C0338591	0
U885	C0700590	0
U885	C0019572	0
U885	C0006625	0
U885	C0027498	0
U885	C0018777	0
U885	C0015967	0
U885	C3552463	0
U885	C0023014	0
U885	C0015672	0
U885	C0271215	0
U885	C0028754	0
U885	C0028756	0
U885	C3203358	0
U885	C0031154	0
U885	C0000737	0
U885	C0086565	0
U885	C0019214	0
U885	C0235153	0
U885	C0018784	0
U885	C0020455	0
U885	C0020438	0
U885	C0020538	0
U885	C0751837	0
U885	C0009460	0
U885	C0151825	0
U885	C0162298	0
U885	C0086437	0
U885	C0003862	0
U885	C0152031	0
U885	C0035229	0
U885	C0231835	0
U885	C0013404	0
U885	C0476273	0
U885	C1145670	0
U885	C0009421	0
U885	C0026838	0
U885	C0026846	0
U885	C0151786	0
U885	C0015644	0
U885	C0026826	0
U885	C0013421	0
U885	C0027066	0
U885	C0542476	0
U885	C0751295	0
U885	C0002622	0
U885	C0234979	0
U885	C1838869	0
U885	C0003537	0
U885	C0917816	0
U885	C0221263	0
U885	C0010200	0
U885	C0178417	0
U885	C0231807	0
U885	C0162674	0
U885	C0427055	0
U885	C0476254	0
U885	C1963137	0
U885	C0231791	0
U885	C0005779	0
U885	C0042963	0
U885	C0237326	0
U885	C0016382	0
U885	C0151908	0
U885	C0085636	0
U885	C0022346	0
U885	C0033774	0
U885	C0034150	0
U885	C0015230	0
U885	C0155320	0
U885	C0018989	0
U885	C0022116	0
U885	C0018780	0
U885	C0032285	0
U885	C0026837	0
U885	C0427190	0
U885	C0152200	0
U885	C0231528	0
U885	C0746674	0
U885	C0240735	0
U885	C3668816	0
U885	C0002418	0
U885	C0009398	0
U885	C0700078	0
U885	C0270948	0
U885	C0035078	0
U885	C1963154	0
U885	C0019825	0
U885	C0456909	0
U885	C0003635	0
U885	C0013595	0
U885	C0042798	0
U885	C0023380	0
U885	C0234144	0
U885	C0013604	0
U885	C0037315	0
U885	C0037317	0
U885	C0851578	0
U885	C0241210	0
U885	C0020305	0
U885	C0398650	0
U885	C1262477	0
U885	C0043094	0
U885	C1384666	0
U885	C1691779	0
U885	C0030193	0
U885	C0020429	0
U885	C1860844	0
U885	C0018681	0
U885	C0012833	0
U885	C0206160	0
U885	C0033377	0
U885	C4020887	0
U885	C0018834	0
U885	C0008489	0
U885	C0006271	0
U885	C0030486	0
U885	C1836296	0
U885	C0032617	0
U885	C0042024	0
U885	C0007758	0
U885	C0014118	0
U885	C0008031	0
U885	C2364082	0
U885	C0003126	0
U885	C0023186	0
U885	C0751265	0
U885	C0042384	0
U885	C0040034	0
U885	C0231712	0
U885	C0021368	0
U885	C0030232	0
U885	C0029089	0
U885	C0005745	0
U885	C0003123	0
U885	C0271097	0
U885	C2931205	0
U885	C1568248	0
U885	C1568249	0
U885	C0699731	0
U885	C0086132	0
U885	C0020505	0
U885	C0013491	0
U885	C0023012	0
U885	C0023015	0
U885	C0973461	0
U885	C0233565	0
U885	C0039070	0
U885	C0040822	0
U885	C0234376	0
U885	C0003578	0
U885	C3714756	0
U885	C0020796	0
U885	C0018776	0
U885	C0042571	0
U885	C0234133	0
U885	C0234132	0
U885	C0234378	0
U887	C0022541	0
U887	C0023530	0
U887	C0002103	0
U887	C0035455	0
U887	C0009806	0
U887	C0011991	0
U887	C0021359	0
U887	C0014335	0
U887	C0003113	0
U887	C0026821	0
U887	C0036572	0
U887	C0011570	0
U887	C0001925	0
U887	C0033687	0
U887	C0020615	0
U887	C0032914	0
U887	C0338591	0
U887	C0700590	0
U887	C0019572	0
U887	C0006625	0
U887	C0027498	0
U887	C0018777	0
U887	C0015967	0
U887	C3552463	0
U887	C0023014	0
U887	C0015672	0
U887	C0271215	0
U887	C0028754	0
U887	C0028756	0
U887	C3203358	0
U887	C0031154	0
U887	C0000737	0
U887	C0086565	0
U887	C0019214	0
U887	C0235153	0
U887	C0018784	0
U887	C0020455	0
U887	C0020438	0
U887	C0020538	0
U887	C0751837	0
U887	C0009460	0
U887	C0151825	0
U887	C0162298	0
U887	C0086437	0
U887	C0003862	0
U887	C0152031	0
U887	C0035229	0
