herb,中药,symptom,肝硬化症状,临床有效,临床出现,score
U627,牵牛子,S182,高丙种球蛋白血症,0,0,41023.5
U10,巴豆,S170,肝功能异常,0,0,41023.5
U10,巴豆,S172,肝脾肿大,0,0,41023.5
U533,马兜铃,S375,胎儿水肿,0,0,41023.5
U10,巴豆,S183,高钙尿症,0,0,41023.5
U559,玫瑰花,S358,失用症，运动障碍,0,0,41023.5
U559,玫瑰花,S355,失明,0,0,41023.5
U559,玫瑰花,S350,肾衰竭,0,0,41023.5
U533,马兜铃,S343,深肌腱反射降低,0,0,41023.5
U627,牵牛子,S214,肌肉萎缩,0,0,41023.5
U627,牵牛子,S334,弱视,0,0,41023.5
U559,玫瑰花,S464,眼部肌肉麻痹,0,0,41023.5
U559,玫瑰花,S479,遗传性舞蹈病,0,0,41023.5
U627,牵牛子,S330,人格改变,0,0,41023.5
U185,丁香,S215,肌肉无力,0,0,41023.5
U185,丁香,S214,肌肉萎缩,0,0,41023.5
U627,牵牛子,S325,躯干性共济失调,0,0,41023.5
U463,莱菔子,S246,精神障碍/智力缺陷,0,0,41023.5
U627,牵牛子,S314,频发耳聋,0,0,41023.5
U627,牵牛子,S309,皮质性失明,0,0,41023.5
U559,玫瑰花,S466,眼睑下垂,0,0,41023.5
U196,独活,S86,体重增加,0,0,41023.5
U463,莱菔子,S279,面部肌肉无力/面下垂,0,0,41023.5
U10,巴豆,S116,白细胞减少症,0,0,41023.5
U533,马兜铃,S335,色觉异常,0,0,41023.5
U627,牵牛子,S246,精神障碍/智力缺陷,0,0,41023.5
U10,巴豆,S02,半身不遂,0,0,41023.5
U627,牵牛子,S234,交替运动障碍,0,0,41023.5
U559,玫瑰花,S449,血小板减少,0,0,41023.5
U10,巴豆,S102,言语不利,0,0,41023.5
U10,巴豆,S103,言语迟钝,0,0,41023.5
U185,丁香,S185,高血压,0,0,41023.5
U627,牵牛子,S215,肌肉无力,0,0,41023.5
U185,丁香,S183,高钙尿症,0,0,41023.5
U533,马兜铃,S102,言语不利,0,0,41023.5
U627,牵牛子,S479,遗传性舞蹈病,0,0,41023.5
U585,木贼,S182,高丙种球蛋白血症,0,0,41023.5
U168,灯心草,S387,听力下降/听力减退,0,0,41023.5
U629,芡实,S221,急性肾衰竭,0,0,41023.5
U168,灯心草,S349,肾衰竭,0,0,41023.5
U168,灯心草,S350,肾衰竭,0,0,41023.5
U560,梅花,S479,遗传性舞蹈病,0,0,41023.5
U168,灯心草,S358,失用症，运动障碍,0,0,41023.5
U185,丁香,S503,锥体束征,0,0,41023.5
U532,马齿苋,S335,色觉异常,0,0,41023.5
U532,马齿苋,S346,神经性肌肉萎缩,0,0,41023.5
U168,灯心草,S375,胎儿水肿,0,0,41023.5
U560,梅花,S499,智障,0,0,41023.5
U684,山慈菇,S116,白细胞减少症,0,0,41023.5
U168,灯心草,S335,色觉异常,0,0,41023.5
U684,山慈菇,S115,Kearns-Sayre综合征（儿童期发病、进行性眼肌麻痹和色素性视网膜炎|心脏传导阻滞、脑脊液蛋白升高（通常>1g/L）和脑综合征）,0,0,41023.5
U532,马齿苋,S358,失用症，运动障碍,0,0,41023.5
U629,芡实,S215,肌肉无力,0,0,41023.5
U532,马齿苋,S359,失用症/运用障碍,0,0,41023.5
U185,丁香,S483,饮食过量,0,0,41023.5
U532,马齿苋,S363,书写障碍,0,0,41023.5
U168,灯心草,S418,舞蹈病,0,0,41023.5
U629,芡实,S214,肌肉萎缩,0,0,41023.5
U185,丁香,S479,遗传性舞蹈病,0,0,41023.5
U168,灯心草,S428,小脑性共济失调,0,0,41023.5
U168,灯心草,S343,深肌腱反射降低,0,0,41023.5
U168,灯心草,S334,弱视,0,0,41023.5
U168,灯心草,S44,记忆力下降,0,0,41023.5
U629,芡实,S252,咖啡斑,0,0,41023.5
U168,灯心草,S215,肌肉无力,0,0,41023.5
U532,马齿苋,S246,精神障碍/智力缺陷,0,0,41023.5
U168,灯心草,S217,肌张力障碍,0,0,41023.5
U560,梅花,S431,协同失调,0,0,41023.5
U168,灯心草,S246,精神障碍/智力缺陷,0,0,41023.5
U532,马齿苋,S273,慢性进行性眼外肌麻痹,0,0,41023.5
U684,山慈菇,S125,不孕症，不育症,0,0,41023.5
U684,山慈菇,S121,鼻炎,0,0,41023.5
U532,马齿苋,S291,凝血,0,0,41023.5
U168,灯心草,S279,面部肌肉无力/面下垂,0,0,41023.5
U560,梅花,S446,学习障碍,0,0,41023.5
U585,木贼,S217,肌张力障碍,0,0,41023.5
U168,灯心草,S291,凝血,0,0,41023.5
U585,木贼,S215,肌肉无力,0,0,41023.5
U168,灯心草,S297,皮肤充血,0,0,41023.5
U532,马齿苋,S299,皮肤干燥,0,0,41023.5
U168,灯心草,S30,关节不利,0,0,41023.5
U185,丁香,S86,体重增加,0,0,41023.5
U629,芡实,S246,精神障碍/智力缺陷,0,0,41023.5
U532,马齿苋,S309,皮质性失明,0,0,41023.5
U532,马齿苋,S313,贫血,0,0,41023.5
U560,梅花,S456,鸭步步态,0,0,41023.5
U168,灯心草,S437,心内膜炎,0,0,41023.5
U168,灯心草,S446,学习障碍,0,0,41023.5
U532,马齿苋,S95,消瘦,0,1,41023.5
U185,丁香,S350,肾衰竭,0,0,41023.5
U629,芡实,S120,鼻炎,0,0,41023.5
U196,独活,S145,短暂性健忘症,0,0,41023.5
U196,独活,S147,多毛症,0,0,41023.5
U585,木贼,S389,听力障碍（噪音诱发）,0,0,41023.5
U682,沙苑子,S479,遗传性舞蹈病,0,0,41023.5
U196,独活,S150,耳聋，失聪,0,0,41023.5
U629,芡实,S111,肢软,0,0,41023.5
U463,莱菔子,S144,毒血症,0,0,41023.5
U196,独活,S159,法定盲,0,0,41023.5
U196,独活,S161,肥胖,0,0,41023.5
U185,丁香,S349,肾衰竭,0,0,41023.5
U532,马齿苋,S464,眼部肌肉麻痹,0,0,41023.5
U463,莱菔子,S147,多毛症,0,0,41023.5
U196,独活,S182,高丙种球蛋白血症,0,0,41023.5
U196,独活,S183,高钙尿症,0,0,41023.5
U196,独活,S192,关节劳损,0,0,41023.5
U627,牵牛子,S503,锥体束征,0,0,41023.5
U185,丁香,S333,乳腺炎,0,0,41023.5
U585,木贼,S411,畏光,0,0,41023.5
U532,马齿苋,S66,皮肤紫癜,0,0,41023.5
U463,莱菔子,S15,多尿,0,0,41023.5
U627,牵牛子,S499,智障,0,0,41023.5
U185,丁香,S375,胎儿水肿,0,0,41023.5
U532,马齿苋,S462,炎症,0,0,41023.5
U168,灯心草,S463,颜色丧失,0,0,41023.5
U532,马齿苋,S418,舞蹈病,0,0,41023.5
U168,灯心草,S466,眼睑下垂,0,0,41023.5
U684,山慈菇,S103,言语迟钝,0,0,41023.5
U585,木贼,S300,畏光,0,0,41023.5
U684,山慈菇,S102,言语不利,0,0,41023.5
U185,丁香,S443,嗅觉减退,0,0,41023.5
U629,芡实,S192,关节劳损,0,0,41023.5
U532,马齿苋,S389,听力障碍（噪音诱发）,0,0,41023.5
U532,马齿苋,S39,幻觉,0,0,41023.5
U185,丁香,S44,记忆力下降,0,0,41023.5
U629,芡实,S185,高血压,0,0,41023.5
U560,梅花,S86,体重增加,0,0,41023.5
U629,芡实,S14,多汗,0,0,41023.5
U560,梅花,S96,小便失禁,0,0,41023.5
U532,马齿苋,S428,小脑性共济失调,0,0,41023.5
U629,芡实,S170,肝功能异常,0,0,41023.5
U682,沙苑子,S86,体重增加,0,0,41023.5
U532,马齿苋,S437,心内膜炎,0,0,41023.5
U185,丁香,S389,听力障碍（噪音诱发）,0,0,41023.5
U629,芡实,S150,耳聋，失聪,0,0,41023.5
U196,独活,S114,肢体震颤,0,0,41023.5
U629,芡实,S144,毒血症,0,0,41023.5
U629,芡实,S142,低血糖,0,0,41023.5
U994,知母,S190,沟通障碍,0,0,41023.5
U560,梅花,S214,肌肉萎缩,0,0,41023.5
U994,知母,S185,高血压,0,0,41023.5
U988,珍珠,S389,听力障碍（噪音诱发）,0,0,41023.5
U195,豆蔻,S145,短暂性健忘症,0,0,41023.5
U668,三棱,S466,眼睑下垂,0,0,41023.5
U195,豆蔻,S142,低血糖,0,0,41023.5
U93,侧柏叶,S246,精神障碍/智力缺陷,0,0,41023.5
U988,珍珠,S349,肾衰竭,0,0,41023.5
U988,珍珠,S350,肾衰竭,0,0,41023.5
U462,辣椒,S330,人格改变,0,0,41023.5
U447,决明子,S144,毒血症,0,0,41023.5
U988,珍珠,S359,失用症/运用障碍,0,0,41023.5
U988,珍珠,S380,特发性血小板减少性紫癜,0,0,41023.5
U195,豆蔻,S120,鼻炎,0,0,41023.5
U988,珍珠,S330,人格改变,0,0,41023.5
U462,辣椒,S343,深肌腱反射降低,0,0,41023.5
U195,豆蔻,S115,Kearns-Sayre综合征（儿童期发病、进行性眼肌麻痹和色素性视网膜炎|心脏传导阻滞、脑脊液蛋白升高（通常>1g/L）和脑综合征）,0,0,41023.5
U988,珍珠,S408,网织红细胞增高,0,0,41023.5
U668,三棱,S479,遗传性舞蹈病,0,0,41023.5
U462,辣椒,S349,肾衰竭,0,0,41023.5
U988,珍珠,S420,细支气管炎,0,0,41023.5
U462,辣椒,S350,肾衰竭,0,0,41023.5
U684,山慈菇,S437,心内膜炎,0,0,41023.5
U657,肉苁蓉,S463,颜色丧失,0,0,41023.5
U195,豆蔻,S103,言语迟钝,0,0,41023.5
U447,决明子,S142,低血糖,0,0,41023.5
U195,豆蔻,S148,恶病质,0,0,41023.5
U462,辣椒,S375,胎儿水肿,0,0,41023.5
U657,肉苁蓉,S502,锥体束外综合征,0,0,41023.5
U988,珍珠,S189,共济失调步态,0,0,41023.5
U988,珍珠,S190,沟通障碍,0,0,41023.5
U988,珍珠,S20,发热,0,0,41023.5
U988,珍珠,S200,呼吸功能受损,0,0,41023.5
U657,肉苁蓉,S73,声音嘶哑,0,0,41023.5
U988,珍珠,S213,肌肉痉挛,0,0,41023.5
U195,豆蔻,S183,高钙尿症,0,0,41023.5
U657,肉苁蓉,S64,皮肤可见出血点,0,0,41023.5
U988,珍珠,S221,急性肾衰竭,0,0,41023.5
U195,豆蔻,S177,感觉神经性耳聋,0,0,41023.5
U447,决明子,S138,蛋白尿,0,0,41023.5
U195,豆蔻,S15,多尿,0,0,41023.5
U93,侧柏叶,S279,面部肌肉无力/面下垂,0,0,41023.5
U988,珍珠,S282,脑积水的不良事件,0,0,41023.5
U988,珍珠,S291,凝血,0,0,41023.5
U93,侧柏叶,S252,咖啡斑,0,0,41023.5
U988,珍珠,S297,皮肤充血,0,0,41023.5
U988,珍珠,S299,皮肤干燥,0,0,41023.5
U195,豆蔻,S159,法定盲,0,0,41023.5
U988,珍珠,S313,贫血,0,0,41023.5
U195,豆蔻,S155,发育迟缓,0,0,41023.5
U195,豆蔻,S150,耳聋，失聪,0,0,41023.5
U195,豆蔻,S102,言语不利,0,0,41023.5
U657,肉苁蓉,S447,血管炎,0,0,41023.5
U462,辣椒,S313,贫血,0,0,41023.5
U657,肉苁蓉,S375,胎儿水肿,0,0,41023.5
U93,侧柏叶,S183,高钙尿症,0,0,41023.5
U93,侧柏叶,S182,高丙种球蛋白血症,0,0,41023.5
U447,决明子,S147,多毛症,0,0,41023.5
U657,肉苁蓉,S39,幻觉,0,0,41023.5
U93,侧柏叶,S172,肝脾肿大,0,0,41023.5
U112,虫白蜡,S120,鼻炎,0,0,41023.5
U189,冬瓜皮,S499,智障,0,0,41023.5
U112,虫白蜡,S125,不孕症，不育症,0,0,41023.5
U657,肉苁蓉,S387,听力下降/听力减退,0,0,41023.5
U657,肉苁蓉,S38,呼吸困难,0,1,41023.5
U112,虫白蜡,S14,多汗,0,0,41023.5
U462,辣椒,S418,舞蹈病,0,0,41023.5
U112,虫白蜡,S142,低血糖,0,0,41023.5
U189,冬瓜皮,S498,智力障碍,0,0,41023.5
U112,虫白蜡,S145,短暂性健忘症,0,0,41023.5
U447,决明子,S15,多尿,0,0,41023.5
U112,虫白蜡,S15,多尿,0,0,41023.5
U462,辣椒,S437,心内膜炎,0,0,41023.5
U657,肉苁蓉,S363,书写障碍,0,0,41023.5
U112,虫白蜡,S159,法定盲,0,0,41023.5
U189,冬瓜皮,S479,遗传性舞蹈病,0,0,41023.5
U657,肉苁蓉,S359,失用症/运用障碍,0,0,41023.5
U93,侧柏叶,S185,高血压,0,0,41023.5
U447,决明子,S145,短暂性健忘症,0,0,41023.5
U988,珍珠,S449,血小板减少,0,0,41023.5
U988,珍珠,S501,主观性眩晕,0,0,41023.5
U988,珍珠,S462,炎症,0,0,41023.5
U189,冬瓜皮,S96,小便失禁,0,0,41023.5
U462,辣椒,S387,听力下降/听力减退,0,0,41023.5
U189,冬瓜皮,S86,体重增加,0,0,41023.5
U988,珍珠,S48,咳嗽,0,0,41023.5
U988,珍珠,S483,饮食过量,0,0,41023.5
U657,肉苁蓉,S44,记忆力下降,0,0,41023.5
U988,珍珠,S498,智力障碍,0,0,41023.5
U462,辣椒,S39,幻觉,0,0,41023.5
U988,珍珠,S500,中枢性耳聋,0,0,41023.5
U988,珍珠,S502,锥体束外综合征,0,0,41023.5
U988,珍珠,S90,胃脘嘈杂,0,0,41023.5
U657,肉苁蓉,S437,心内膜炎,0,0,41023.5
U988,珍珠,S64,皮肤可见出血点,0,0,41023.5
U988,珍珠,S65,皮肤瘙痒,0,0,41023.5
U988,珍珠,S66,皮肤紫癜,0,0,41023.5
U988,珍珠,S69,气促,0,0,41023.5
U657,肉苁蓉,S431,协同失调,0,0,41023.5
U988,珍珠,S73,声音嘶哑,0,0,41023.5
U988,珍珠,S75,视力受损,0,0,41023.5
U988,珍珠,S87,头痛,0,0,41023.5
U684,山慈菇,S428,小脑性共济失调,0,0,41023.5
U988,珍珠,S185,高血压,0,0,41023.5
U668,三棱,S431,协同失调,0,0,41023.5
U657,肉苁蓉,S358,失用症，运动障碍,0,0,41023.5
U446,卷柏,S44,记忆力下降,0,0,41023.5
U658,肉豆蔻,S355,失明,0,0,41023.5
U658,肉豆蔻,S350,肾衰竭,0,0,41023.5
U658,肉豆蔻,S349,肾衰竭,0,0,41023.5
U462,辣椒,S214,肌肉萎缩,0,0,41023.5
U658,肉豆蔻,S343,深肌腱反射降低,0,0,41023.5
U658,肉豆蔻,S335,色觉异常,0,0,41023.5
U658,肉豆蔻,S330,人格改变,0,0,41023.5
U195,豆蔻,S387,听力下降/听力减退,0,0,41023.5
U658,肉豆蔻,S321,强直,0,0,41023.5
U108,赤芍,S349,肾衰竭,0,0,41023.5
U108,赤芍,S358,失用症，运动障碍,0,0,41023.5
U108,赤芍,S30,关节不利,0,0,41023.5
U462,辣椒,S22,烦躁,0,0,41023.5
U658,肉豆蔻,S314,频发耳聋,0,0,41023.5
U108,赤芍,S375,胎儿水肿,0,0,41023.5
U462,辣椒,S221,急性肾衰竭,0,0,41023.5
U658,肉豆蔻,S297,皮肤充血,0,0,41023.5
U668,三棱,S343,深肌腱反射降低,0,0,41023.5
U93,侧柏叶,S389,听力障碍（噪音诱发）,0,0,41023.5
U93,侧柏叶,S388,听力障碍（耳蜗）,0,0,41023.5
U446,卷柏,S446,学习障碍,0,0,41023.5
U684,山慈菇,S498,智力障碍,0,0,41023.5
U108,赤芍,S300,畏光,0,0,41023.5
U658,肉豆蔻,S358,失用症，运动障碍,0,0,41023.5
U462,辣椒,S234,交替运动障碍,0,0,41023.5
U108,赤芍,S215,肌肉无力,0,0,41023.5
U668,三棱,S309,皮质性失明,0,0,41023.5
U658,肉豆蔻,S418,舞蹈病,0,0,41023.5
U93,侧柏叶,S500,中枢性耳聋,0,0,41023.5
U108,赤芍,S172,肝脾肿大,0,0,41023.5
U658,肉豆蔻,S411,畏光,0,0,41023.5
U108,赤芍,S182,高丙种球蛋白血症,0,0,41023.5
U658,肉豆蔻,S408,网织红细胞增高,0,0,41023.5
U108,赤芍,S192,关节劳损,0,0,41023.5
U462,辣椒,S185,高血压,0,0,41023.5
U195,豆蔻,S411,畏光,0,0,41023.5
U108,赤芍,S216,肌张力高,0,0,41023.5
U658,肉豆蔻,S375,胎儿水肿,0,0,41023.5
U93,侧柏叶,S475,遗传性耳聋-色素性视网膜炎综合征（先天性感音神经性耳聋、渐进性视网膜色素变性而致视野缩小、视力障碍）,0,0,41023.5
U684,山慈菇,S502,锥体束外综合征,0,0,41023.5
U195,豆蔻,S404,头发稀少,0,0,41023.5
U108,赤芍,S246,精神障碍/智力缺陷,0,0,41023.5
U93,侧柏叶,S464,眼部肌肉麻痹,0,0,41023.5
U93,侧柏叶,S446,学习障碍,0,0,41023.5
U108,赤芍,S279,面部肌肉无力/面下垂,0,0,41023.5
U658,肉豆蔻,S389,听力障碍（噪音诱发）,0,0,41023.5
U668,三棱,S327,全色盲症,0,0,41023.5
U658,肉豆蔻,S388,听力障碍（耳蜗）,0,0,41023.5
U195,豆蔻,S346,神经性肌肉萎缩,0,0,41023.5
U195,豆蔻,S343,深肌腱反射降低,0,0,41023.5
U657,肉苁蓉,S86,体重增加,0,0,41023.5
U988,珍珠,S128,肠炎,0,0,41023.5
U658,肉豆蔻,S116,白细胞减少症,0,0,41023.5
U988,珍珠,S08,不寐,0,0,41023.5
U462,辣椒,S286,内收足,0,0,41023.5
U658,肉豆蔻,S114,肢体震颤,0,0,41023.5
U668,三棱,S410,尾椎骨移位,0,0,41023.5
U446,卷柏,S502,锥体束外综合征,0,0,41023.5
U195,豆蔻,S246,精神障碍/智力缺陷,0,0,41023.5
U988,珍珠,S120,鼻炎,0,0,41023.5
U658,肉豆蔻,S103,言语迟钝,0,0,41023.5
U988,珍珠,S125,不孕症，不育症,0,0,41023.5
U988,珍珠,S138,蛋白尿,0,0,41023.5
U93,侧柏叶,S314,频发耳聋,0,0,41023.5
U988,珍珠,S142,低血糖,0,0,41023.5
U446,卷柏,S86,体重增加,0,0,41023.5
U668,三棱,S418,舞蹈病,0,0,41023.5
U988,珍珠,S150,耳聋，失聪,0,0,41023.5
U988,珍珠,S155,发育迟缓,0,0,41023.5
U657,肉苁蓉,S96,小便失禁,0,0,41023.5
U195,豆蔻,S217,肌张力障碍,0,0,41023.5
U684,山慈菇,S463,颜色丧失,0,0,41023.5
U988,珍珠,S170,肝功能异常,0,0,41023.5
U988,珍珠,S172,肝脾肿大,0,0,41023.5
U988,珍珠,S06,便秘,0,0,41023.5
U658,肉豆蔻,S142,低血糖,0,0,41023.5
U195,豆蔻,S335,色觉异常,0,0,41023.5
U668,三棱,S387,听力下降/听力减退,0,0,41023.5
U108,赤芍,S437,心内膜炎,0,0,41023.5
U668,三棱,S358,失用症，运动障碍,0,0,41023.5
U108,赤芍,S449,血小板减少,0,0,41023.5
U108,赤芍,S456,鸭步步态,0,0,41023.5
U108,赤芍,S462,炎症,0,0,41023.5
U658,肉豆蔻,S185,高血压,0,0,41023.5
U195,豆蔻,S327,全色盲症,0,0,41023.5
U658,肉豆蔻,S182,高丙种球蛋白血症,0,0,41023.5
U668,三棱,S375,胎儿水肿,0,0,41023.5
U658,肉豆蔻,S170,肝功能异常,0,0,41023.5
U195,豆蔻,S30,关节不利,0,0,41023.5
U195,豆蔻,S291,凝血,0,0,41023.5
U93,侧柏叶,S349,肾衰竭,0,0,41023.5
U658,肉豆蔻,S162,肥胖,0,0,41023.5
U108,赤芍,S503,锥体束征,0,0,41023.5
U658,肉豆蔻,S161,肥胖,0,0,41023.5
U658,肉豆蔻,S150,耳聋，失聪,0,0,41023.5
U93,侧柏叶,S335,色觉异常,0,0,41023.5
U658,肉豆蔻,S15,多尿,0,0,41023.5
U93,侧柏叶,S333,乳腺炎,0,0,41023.5
U658,肉豆蔻,S145,短暂性健忘症,0,0,41023.5
U462,辣椒,S279,面部肌肉无力/面下垂,0,0,41023.5
U93,侧柏叶,S161,肥胖,0,0,41023.5
U112,虫白蜡,S172,肝脾肿大,0,0,41023.5
U994,知母,S183,高钙尿症,0,0,41023.5
U189,冬瓜皮,S15,多尿,0,0,41023.5
U142,大戟,S343,深肌腱反射降低,0,0,41023.5
U998,枳壳,S375,胎儿水肿,0,0,41023.5
U72,扁豆,S418,舞蹈病,0,0,41023.5
U189,冬瓜皮,S159,法定盲,0,0,41023.5
U70,萹蓄,S217,肌张力障碍,0,0,41023.5
U998,枳壳,S388,听力障碍（耳蜗）,0,0,41023.5
U998,枳壳,S389,听力障碍（噪音诱发）,0,0,41023.5
U70,萹蓄,S22,烦躁,0,0,41023.5
U72,扁豆,S411,畏光,0,0,41023.5
U189,冬瓜皮,S150,耳聋，失聪,0,0,41023.5
U998,枳壳,S410,尾椎骨移位,0,0,41023.5
U560,梅花,S14,多汗,0,0,41023.5
U189,冬瓜皮,S147,多毛症,0,0,41023.5
U189,冬瓜皮,S145,短暂性健忘症,0,0,41023.5
U142,大戟,S314,频发耳聋,0,0,41023.5
U70,萹蓄,S246,精神障碍/智力缺陷,0,0,41023.5
U684,山慈菇,S306,皮疹,0,0,41023.5
U72,扁豆,S387,听力下降/听力减退,0,0,41023.5
U560,梅花,S145,短暂性健忘症,0,0,41023.5
U998,枳壳,S449,血小板减少,0,0,41023.5
U142,大戟,S300,畏光,0,0,41023.5
U72,扁豆,S380,特发性血小板减少性紫癜,0,0,41023.5
U998,枳壳,S363,书写障碍,0,0,41023.5
U142,大戟,S349,肾衰竭,0,0,41023.5
U72,扁豆,S38,呼吸困难,0,1,41023.5
U142,大戟,S387,听力下降/听力减退,0,0,41023.5
U998,枳壳,S244,近端神经源性肌无力,0,0,41023.5
U70,萹蓄,S172,肝脾肿大,0,0,41023.5
U70,萹蓄,S182,高丙种球蛋白血症,0,0,41023.5
U998,枳壳,S260,快感缺乏,0,0,41023.5
U142,大戟,S389,听力障碍（噪音诱发）,0,0,41023.5
U998,枳壳,S273,慢性进行性眼外肌麻痹,0,0,41023.5
U998,枳壳,S279,面部肌肉无力/面下垂,0,0,41023.5
U998,枳壳,S286,内收足,0,0,41023.5
U189,冬瓜皮,S192,关节劳损,0,0,41023.5
U72,扁豆,S449,血小板减少,0,0,41023.5
U560,梅花,S115,Kearns-Sayre综合征（儿童期发病、进行性眼肌麻痹和色素性视网膜炎|心脏传导阻滞、脑脊液蛋白升高（通常>1g/L）和脑综合征）,0,0,41023.5
U998,枳壳,S355,失明,0,0,41023.5
U142,大戟,S38,呼吸困难,0,0,41023.5
U998,枳壳,S314,频发耳聋,0,0,41023.5
U189,冬瓜皮,S183,高钙尿症,0,0,41023.5
U998,枳壳,S330,人格改变,0,0,41023.5
U998,枳壳,S333,乳腺炎,0,0,41023.5
U189,冬瓜皮,S172,肝脾肿大,0,0,41023.5
U70,萹蓄,S214,肌肉萎缩,0,0,41023.5
U70,萹蓄,S215,肌肉无力,0,0,41023.5
U998,枳壳,S349,肾衰竭,0,0,41023.5
U998,枳壳,S350,肾衰竭,0,0,41023.5
U998,枳壳,S464,眼部肌肉麻痹,0,0,41023.5
U684,山慈菇,S300,畏光,0,0,41023.5
U998,枳壳,S22,烦躁,0,0,41023.5
U994,知母,S150,耳聋，失聪,0,0,41023.5
U72,扁豆,S300,畏光,0,0,41023.5
U72,扁豆,S294,排便疼痛,0,0,41023.5
U72,扁豆,S291,凝血,0,0,41023.5
U560,梅花,S183,高钙尿症,0,0,41023.5
U560,梅花,S185,高血压,0,0,41023.5
U994,知母,S142,低血糖,0,0,41023.5
U994,知母,S144,毒血症,0,0,41023.5
U994,知母,S145,短暂性健忘症,0,0,41023.5
U188,冬虫夏草,S86,体重增加,0,0,41023.5
U994,知母,S15,多尿,0,0,41023.5
U142,大戟,S172,肝脾肿大,0,0,41023.5
U994,知母,S111,肢软,0,1,41023.5
U70,萹蓄,S343,深肌腱反射降低,0,0,41023.5
U560,梅花,S192,关节劳损,0,0,41023.5
U994,知母,S161,肥胖,0,0,41023.5
U994,知母,S162,肥胖,0,0,41023.5
U994,知母,S163,肺泡通气不足,0,0,41023.5
U447,决明子,S343,深肌腱反射降低,0,0,41023.5
U142,大戟,S170,肝功能异常,0,0,41023.5
U994,知母,S172,肝脾肿大,0,0,41023.5
U72,扁豆,S246,精神障碍/智力缺陷,0,0,41023.5
U994,知母,S182,高丙种球蛋白血症,0,0,41023.5
U994,知母,S115,Kearns-Sayre综合征（儿童期发病、进行性眼肌麻痹和色素性视网膜炎|心脏传导阻滞、脑脊液蛋白升高（通常>1g/L）和脑综合征）,0,0,41023.5
U142,大戟,S213,肌肉痉挛,0,0,41023.5
U560,梅花,S147,多毛症,0,0,41023.5
U72,扁豆,S349,肾衰竭,0,0,41023.5
U560,梅花,S15,多尿,0,0,41023.5
U998,枳壳,S478,遗传性耳聋-色素性视网膜炎综合征2型,0,0,41023.5
U998,枳壳,S479,遗传性舞蹈病,0,0,41023.5
U72,扁豆,S375,胎儿水肿,0,0,41023.5
U72,扁豆,S363,书写障碍,0,0,41023.5
U72,扁豆,S359,失用症/运用障碍,0,0,41023.5
U189,冬瓜皮,S115,Kearns-Sayre综合征（儿童期发病、进行性眼肌麻痹和色素性视网膜炎|心脏传导阻滞、脑脊液蛋白升高（通常>1g/L）和脑综合征）,0,0,41023.5
U189,冬瓜皮,S114,肢体震颤,0,0,41023.5
U70,萹蓄,S30,关节不利,0,0,41023.5
U70,萹蓄,S309,皮质性失明,0,0,41023.5
U338,胡黄连,S144,毒血症,0,0,41023.5
U994,知母,S103,言语迟钝,0,0,41023.5
U70,萹蓄,S313,贫血,0,0,41023.5
U72,扁豆,S346,神经性肌肉萎缩,0,0,41023.5
U72,扁豆,S343,深肌腱反射降低,0,0,41023.5
U70,萹蓄,S314,频发耳聋,0,0,41023.5
U998,枳壳,S86,体重增加,0,0,41023.5
U189,冬瓜皮,S103,言语迟钝,0,0,41023.5
U142,大戟,S22,烦躁,0,0,41023.5
U142,大戟,S217,肌张力障碍,0,0,41023.5
U142,大戟,S215,肌肉无力,0,0,41023.5
U994,知母,S102,言语不利,0,1,41023.5
U189,冬瓜皮,S214,肌肉萎缩,0,0,41023.5
U189,冬瓜皮,S215,肌肉无力,0,0,41023.5
U93,侧柏叶,S158,发育性语言障碍,0,0,41023.5
U657,肉苁蓉,S215,肌肉无力,0,0,41023.5
U112,虫白蜡,S335,色觉异常,0,0,41023.5
U189,冬瓜皮,S410,尾椎骨移位,0,0,41023.5
U112,虫白蜡,S359,失用症/运用障碍,0,0,41023.5
U657,肉苁蓉,S246,精神障碍/智力缺陷,0,0,41023.5
U112,虫白蜡,S375,胎儿水肿,0,0,41023.5
U112,虫白蜡,S38,呼吸困难,0,0,41023.5
U70,萹蓄,S102,言语不利,0,0,41023.5
U657,肉苁蓉,S217,肌张力障碍,0,0,41023.5
U657,肉苁蓉,S216,肌张力高,0,0,41023.5
U189,冬瓜皮,S387,听力下降/听力减退,0,0,41023.5
U112,虫白蜡,S411,畏光,0,0,41023.5
U668,三棱,S96,小便失禁,0,0,41023.5
U657,肉苁蓉,S214,肌肉萎缩,0,0,41023.5
U93,侧柏叶,S125,不孕症，不育症,0,0,41023.5
U657,肉苁蓉,S213,肌肉痉挛,0,0,41023.5
U447,决明子,S182,高丙种球蛋白血症,0,0,41023.5
U189,冬瓜皮,S375,胎儿水肿,0,0,41023.5
U447,决明子,S183,高钙尿症,0,0,41023.5
U93,侧柏叶,S115,Kearns-Sayre综合征（儿童期发病、进行性眼肌麻痹和色素性视网膜炎|心脏传导阻滞、脑脊液蛋白升高（通常>1g/L）和脑综合征）,0,0,41023.5
U657,肉苁蓉,S183,高钙尿症,0,0,41023.5
U112,虫白蜡,S462,炎症,0,0,41023.5
U684,山慈菇,S358,失用症，运动障碍,0,0,41023.5
U684,山慈菇,S38,呼吸困难,0,1,41023.5
U93,侧柏叶,S142,低血糖,0,0,41023.5
U189,冬瓜皮,S358,失用症，运动障碍,0,0,41023.5
U462,辣椒,S449,血小板减少,0,0,41023.5
